UKPRN,Provider name,Subject code,Subject,Question,Responses,Population,Option 1,Option 2,Option 3,Option 4,Positivity,Response Rate,Question Num,index1,Region
UK,UK,CAH25-02-04,Dance, How well were any changes to teaching on your course communicated?,1059.9,1349.4,265.43,486.08,224.92,83.5,70.9,79.8,Q18,4100,UK
UK,UK,CAH25-02-04,Dance, How well have the IT resources and facilities supported your learning?,1019.1,1349.4,323.75,502.01,151.33,42.0,81.0,79.8,Q19,4101,UK
UK,UK,CAH25-02-04,Dance," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",1044.4,1349.4,475.25,447.18,88.5,33.5,88.3,79.8,Q20,4102,UK
UK,UK,CAH25-02-04,Dance," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",1054.4,1349.4,405.17,485.59,140.75,22.92,84.5,79.8,Q21,4103,UK
UK,UK,CAH25-02-04,Dance, To what extent do you get the right opportunities to give feedback on your course?,1066.9,1349.4,376.83,464.34,181.26,44.5,78.8,79.8,Q22,4104,UK
UK,UK,CAH25-02-04,Dance, To what extent are students' opinions about the course valued by staff?,1065.4,1349.4,342.67,417.34,216.0,89.42,71.3,79.8,Q23,4105,UK
UK,UK,CAH25-02-04,Dance, How clear is it that students' feedback on the course is acted on?,1062.4,1349.4,254.92,443.17,267.34,97.0,65.7,79.8,Q24,4106,UK
UK,UK,CAH25-02-04,Dance, How well does the students' union (association or guild) represent students' academic interests?,932.7,1349.4,244.09,487.34,149.25,52.0,78.4,79.8,Q25,4107,UK
UK,UK,CAH25-02-04,Dance, How well communicated was information about your university/college's mental wellbeing support services?,1047.9,1349.4,355.42,451.59,168.5,72.42,77.0,79.8,Q26,4108,UK
UK,UK,CAH26-01-01,Geography (non-specific), How good are teaching staff at explaining things?,737.0,1069.6,220.43,477.39,35.15,4.0,94.7,68.9,Q01,4109,UK
UK,UK,CAH26-01-01,Geography (non-specific), How often do teaching staff make the subject engaging?,737.0,1069.6,150.04,464.98,112.45,9.5,83.5,68.9,Q02,4110,UK
UK,UK,CAH26-01-01,Geography (non-specific), How often is the course intellectually stimulating?,737.0,1069.6,281.7,382.12,65.0,8.15,90.1,68.9,Q03,4111,UK
UK,UK,CAH26-01-01,Geography (non-specific), How often does your course challenge you to achieve your best work?,737.0,1069.6,282.65,329.52,105.3,19.5,83.1,68.9,Q04,4112,UK
UK,UK,CAH26-01-01,Geography (non-specific), To what extent have you had the chance to explore ideas and concepts in depth?,735.0,1069.6,320.94,334.93,74.6,4.5,89.2,68.9,Q05,4113,UK
UK,UK,CAH26-01-01,Geography (non-specific), How well does your course introduce subjects and skills in a way that builds on what you have already learned?,735.5,1069.6,224.19,401.83,99.45,10.0,85.1,68.9,Q06,4114,UK
UK,UK,CAH26-01-01,Geography (non-specific), To what extent have you had the chance to bring together information and ideas from different topics?,735.0,1069.6,315.29,312.68,98.5,8.5,85.4,68.9,Q07,4115,UK
UK,UK,CAH26-01-01,Geography (non-specific), To what extent does your course have the right balance of directed and independent study?,737.0,1069.6,210.69,327.84,146.44,52.0,73.1,68.9,Q08,4116,UK
UK,UK,CAH26-01-01,Geography (non-specific), How well has your course developed your knowledge and skills that you think you will need for your future?,736.0,1069.6,212.69,381.39,120.24,21.65,80.7,68.9,Q09,4117,UK
UK,UK,CAH26-01-01,Geography (non-specific), How clear were the marking criteria used to assess your work?,737.0,1069.6,193.63,378.44,138.6,26.3,77.6,68.9,Q10,4118,UK
UK,UK,CAH26-01-01,Geography (non-specific), How fair has the marking and assessment been on your course?,737.0,1069.6,171.29,430.63,115.25,19.8,81.7,68.9,Q11,4119,UK
UK,UK,CAH26-01-01,Geography (non-specific), How well have assessments allowed you to demonstrate what you have learned?,737.0,1069.6,162.24,413.98,141.75,19.0,78.2,68.9,Q12,4120,UK
UK,UK,CAH26-01-01,Geography (non-specific), How often have you received assessment feedback on time?,736.0,1069.6,228.95,323.33,132.29,51.4,75.0,68.9,Q13,4121,UK
UK,UK,CAH26-01-01,Geography (non-specific), How often does feedback help you to improve your work?,735.0,1069.6,147.95,368.78,179.94,38.3,70.3,68.9,Q14,4122,UK
UK,UK,CAH26-01-01,Geography (non-specific), How easy was it to contact teaching staff when you needed to?,737.0,1069.6,294.78,328.04,93.15,21.0,84.5,68.9,Q15,4123,UK
UK,UK,CAH26-01-01,Geography (non-specific), How well have teaching staff supported your learning?,737.0,1069.6,219.64,391.73,113.1,12.5,83.0,68.9,Q16,4124,UK
UK,UK,CAH26-01-01,Geography (non-specific), How well organised is your course?,737.0,1069.6,155.9,413.57,145.5,22.0,77.3,68.9,Q17,4125,UK
UK,UK,CAH26-01-01,Geography (non-specific), How well were any changes to teaching on your course communicated?,721.0,1069.6,180.23,373.69,139.1,28.0,76.8,68.9,Q18,4126,UK
UK,UK,CAH26-01-01,Geography (non-specific), How well have the IT resources and facilities supported your learning?,707.8,1069.6,217.29,369.03,99.0,22.5,82.8,68.9,Q19,4127,UK
UK,UK,CAH26-01-01,Geography (non-specific)," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",730.5,1069.6,353.03,305.04,59.4,13.0,90.1,68.9,Q20,4128,UK
UK,UK,CAH26-01-01,Geography (non-specific)," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",701.7,1069.6,227.2,375.32,85.15,14.0,85.9,68.9,Q21,4129,UK
UK,UK,CAH26-01-01,Geography (non-specific), To what extent do you get the right opportunities to give feedback on your course?,731.5,1069.6,274.89,326.23,121.35,9.0,82.2,68.9,Q22,4130,UK
UK,UK,CAH26-01-01,Geography (non-specific), To what extent are students' opinions about the course valued by staff?,723.2,1069.6,227.24,339.48,126.95,29.5,78.4,68.9,Q23,4131,UK
UK,UK,CAH26-01-01,Geography (non-specific), How clear is it that students' feedback on the course is acted on?,716.2,1069.6,112.1,285.17,254.0,64.9,55.5,68.9,Q24,4132,UK
UK,UK,CAH26-01-01,Geography (non-specific), How well does the students' union (association or guild) represent students' academic interests?,660.3,1069.6,84.9,332.78,186.14,56.5,63.3,68.9,Q25,4133,UK
UK,UK,CAH26-01-01,Geography (non-specific), How well communicated was information about your university/college's mental wellbeing support services?,717.0,1069.6,206.63,322.44,138.75,49.15,73.8,68.9,Q26,4134,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How good are teaching staff at explaining things?,1553.5,2174.1,496.56,962.97,79.13,14.85,94.0,71.7,Q01,4135,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How often do teaching staff make the subject engaging?,1550.0,2174.1,325.43,974.71,224.3,25.52,83.9,71.7,Q02,4136,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How often is the course intellectually stimulating?,1556.5,2174.1,585.31,777.99,165.79,27.43,87.6,71.7,Q03,4137,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How often does your course challenge you to achieve your best work?,1557.8,2174.1,595.09,716.16,206.91,39.66,84.2,71.7,Q04,4138,UK
UK,UK,CAH26-01-02,Physical geographical sciences, To what extent have you had the chance to explore ideas and concepts in depth?,1556.0,2174.1,646.18,678.09,216.11,15.64,85.1,71.7,Q05,4139,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,1554.5,2174.1,519.2,804.74,197.84,32.74,85.2,71.7,Q06,4140,UK
UK,UK,CAH26-01-02,Physical geographical sciences, To what extent have you had the chance to bring together information and ideas from different topics?,1556.4,2174.1,637.75,655.45,241.08,22.07,83.1,71.7,Q07,4141,UK
UK,UK,CAH26-01-02,Physical geographical sciences, To what extent does your course have the right balance of directed and independent study?,1553.9,2174.1,546.57,650.84,290.59,65.85,77.1,71.7,Q08,4142,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How well has your course developed your knowledge and skills that you think you will need for your future?,1551.0,2174.1,495.32,768.75,227.0,59.94,81.5,71.7,Q09,4143,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How clear were the marking criteria used to assess your work?,1556.0,2174.1,468.9,766.07,276.26,44.79,79.4,71.7,Q10,4144,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How fair has the marking and assessment been on your course?,1556.7,2174.1,351.7,932.08,236.24,36.67,82.5,71.7,Q11,4145,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How well have assessments allowed you to demonstrate what you have learned?,1554.9,2174.1,361.98,898.39,256.36,38.12,81.1,71.7,Q12,4146,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How often have you received assessment feedback on time?,1552.4,2174.1,540.42,646.93,250.4,114.6,76.5,71.7,Q13,4147,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How often does feedback help you to improve your work?,1555.8,2174.1,344.55,763.42,347.68,100.17,71.2,71.7,Q14,4148,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How easy was it to contact teaching staff when you needed to?,1553.1,2174.1,712.59,649.91,154.38,36.17,87.7,71.7,Q15,4149,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How well have teaching staff supported your learning?,1551.9,2174.1,544.67,796.54,168.45,42.27,86.4,71.7,Q16,4150,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How well organised is your course?,1556.0,2174.1,398.74,863.81,242.73,50.74,81.1,71.7,Q17,4151,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How well were any changes to teaching on your course communicated?,1522.1,2174.1,422.41,772.15,271.19,56.39,78.5,71.7,Q18,4152,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How well have the IT resources and facilities supported your learning?,1505.7,2174.1,552.08,747.97,160.53,45.16,86.3,71.7,Q19,4153,UK
UK,UK,CAH26-01-02,Physical geographical sciences," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",1527.8,2174.1,741.57,647.08,115.26,23.9,90.9,71.7,Q20,4154,UK
UK,UK,CAH26-01-02,Physical geographical sciences," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",1507.7,2174.1,544.11,768.57,167.14,27.9,87.1,71.7,Q21,4155,UK
UK,UK,CAH26-01-02,Physical geographical sciences, To what extent do you get the right opportunities to give feedback on your course?,1542.0,2174.1,654.07,642.31,203.86,41.76,84.1,71.7,Q22,4156,UK
UK,UK,CAH26-01-02,Physical geographical sciences, To what extent are students' opinions about the course valued by staff?,1524.5,2174.1,468.79,722.13,260.66,72.91,78.1,71.7,Q23,4157,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How clear is it that students' feedback on the course is acted on?,1521.8,2174.1,270.18,589.45,546.9,115.28,56.5,71.7,Q24,4158,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How well does the students' union (association or guild) represent students' academic interests?,1392.3,2174.1,239.63,708.71,331.69,112.28,68.1,71.7,Q25,4159,UK
UK,UK,CAH26-01-02,Physical geographical sciences, How well communicated was information about your university/college's mental wellbeing support services?,1509.1,2174.1,417.59,657.21,328.64,105.68,71.2,71.7,Q26,4160,UK
UK,UK,CAH26-01-03,Human geography, How good are teaching staff at explaining things?,1693.9,2492.6,489.54,1070.12,115.37,18.82,92.1,68.0,Q01,4161,UK
UK,UK,CAH26-01-03,Human geography, How often do teaching staff make the subject engaging?,1693.5,2492.6,332.54,1066.65,248.09,46.23,82.6,68.0,Q02,4162,UK
UK,UK,CAH26-01-03,Human geography, How often is the course intellectually stimulating?,1691.9,2492.6,578.07,877.12,187.29,49.37,86.0,68.0,Q03,4163,UK
UK,UK,CAH26-01-03,Human geography, How often does your course challenge you to achieve your best work?,1690.9,2492.6,573.77,802.45,259.7,54.93,81.4,68.0,Q04,4164,UK
UK,UK,CAH26-01-03,Human geography, To what extent have you had the chance to explore ideas and concepts in depth?,1693.9,2492.6,770.33,701.55,199.53,22.44,86.9,68.0,Q05,4165,UK
UK,UK,CAH26-01-03,Human geography, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,1692.4,2492.6,505.46,937.89,214.8,34.2,85.3,68.0,Q06,4166,UK
UK,UK,CAH26-01-03,Human geography, To what extent have you had the chance to bring together information and ideas from different topics?,1691.4,2492.6,770.64,689.88,209.56,21.27,86.4,68.0,Q07,4167,UK
UK,UK,CAH26-01-03,Human geography, To what extent does your course have the right balance of directed and independent study?,1693.9,2492.6,510.3,705.08,374.21,104.26,71.8,68.0,Q08,4168,UK
UK,UK,CAH26-01-03,Human geography, How well has your course developed your knowledge and skills that you think you will need for your future?,1686.9,2492.6,417.39,836.83,332.24,100.39,74.4,68.0,Q09,4169,UK
UK,UK,CAH26-01-03,Human geography, How clear were the marking criteria used to assess your work?,1691.9,2492.6,438.09,816.18,365.01,72.57,74.1,68.0,Q10,4170,UK
UK,UK,CAH26-01-03,Human geography, How fair has the marking and assessment been on your course?,1688.9,2492.6,324.47,1037.86,274.94,51.63,80.7,68.0,Q11,4171,UK
UK,UK,CAH26-01-03,Human geography, How well have assessments allowed you to demonstrate what you have learned?,1692.7,2492.6,379.52,989.72,262.0,61.5,80.9,68.0,Q12,4172,UK
UK,UK,CAH26-01-03,Human geography, How often have you received assessment feedback on time?,1691.2,2492.6,510.62,653.38,336.78,190.46,68.8,68.0,Q13,4173,UK
UK,UK,CAH26-01-03,Human geography, How often does feedback help you to improve your work?,1692.9,2492.6,286.42,799.22,452.6,154.61,64.1,68.0,Q14,4174,UK
UK,UK,CAH26-01-03,Human geography, How easy was it to contact teaching staff when you needed to?,1686.2,2492.6,673.14,768.91,194.65,49.45,85.5,68.0,Q15,4175,UK
UK,UK,CAH26-01-03,Human geography, How well have teaching staff supported your learning?,1689.1,2492.6,491.51,896.26,231.86,69.47,82.2,68.0,Q16,4176,UK
UK,UK,CAH26-01-03,Human geography, How well organised is your course?,1692.9,2492.6,395.41,963.33,273.24,60.87,80.3,68.0,Q17,4177,UK
UK,UK,CAH26-01-03,Human geography, How well were any changes to teaching on your course communicated?,1659.8,2492.6,429.64,874.26,285.72,70.22,78.6,68.0,Q18,4178,UK
UK,UK,CAH26-01-03,Human geography, How well have the IT resources and facilities supported your learning?,1612.6,2492.6,504.63,860.31,201.02,46.64,84.6,68.0,Q19,4179,UK
UK,UK,CAH26-01-03,Human geography," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",1670.1,2492.6,866.19,672.99,103.25,27.67,92.2,68.0,Q20,4180,UK
UK,UK,CAH26-01-03,Human geography," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",1590.8,2492.6,551.56,846.0,176.41,16.87,87.9,68.0,Q21,4181,UK
UK,UK,CAH26-01-03,Human geography, To what extent do you get the right opportunities to give feedback on your course?,1677.5,2492.6,673.72,732.79,222.13,48.87,83.8,68.0,Q22,4182,UK
UK,UK,CAH26-01-03,Human geography, To what extent are students' opinions about the course valued by staff?,1654.8,2492.6,505.16,755.48,304.63,89.48,76.2,68.0,Q23,4183,UK
UK,UK,CAH26-01-03,Human geography, How clear is it that students' feedback on the course is acted on?,1652.2,2492.6,268.72,635.6,598.01,149.83,54.7,68.0,Q24,4184,UK
UK,UK,CAH26-01-03,Human geography, How well does the students' union (association or guild) represent students' academic interests?,1525.1,2492.6,248.05,734.49,381.92,160.63,64.4,68.0,Q25,4185,UK
UK,UK,CAH26-01-03,Human geography, How well communicated was information about your university/college's mental wellbeing support services?,1628.5,2492.6,460.45,691.79,342.91,133.33,70.8,68.0,Q26,4186,UK
UK,UK,CAH26-01-04,Environmental sciences, How good are teaching staff at explaining things?,1106.0,1726.9,381.63,653.28,61.49,9.61,93.6,64.7,Q01,4187,UK
UK,UK,CAH26-01-04,Environmental sciences, How often do teaching staff make the subject engaging?,1098.2,1726.9,253.58,651.71,161.64,31.3,82.4,64.7,Q02,4188,UK
UK,UK,CAH26-01-04,Environmental sciences, How often is the course intellectually stimulating?,1115.5,1726.9,439.67,547.78,106.41,21.64,88.5,64.7,Q03,4189,UK
UK,UK,CAH26-01-04,Environmental sciences, How often does your course challenge you to achieve your best work?,1114.7,1726.9,444.9,508.51,133.97,27.32,85.5,64.7,Q04,4190,UK
UK,UK,CAH26-01-04,Environmental sciences, To what extent have you had the chance to explore ideas and concepts in depth?,1114.0,1726.9,407.81,514.1,165.39,26.7,82.8,64.7,Q05,4191,UK
UK,UK,CAH26-01-04,Environmental sciences, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,1115.0,1726.9,432.38,528.92,133.46,20.24,86.2,64.7,Q06,4192,UK
UK,UK,CAH26-01-04,Environmental sciences, To what extent have you had the chance to bring together information and ideas from different topics?,1113.9,1726.9,466.17,478.38,155.34,14.03,84.8,64.7,Q07,4193,UK
UK,UK,CAH26-01-04,Environmental sciences, To what extent does your course have the right balance of directed and independent study?,1106.7,1726.9,370.23,492.36,195.12,48.96,77.9,64.7,Q08,4194,UK
UK,UK,CAH26-01-04,Environmental sciences, How well has your course developed your knowledge and skills that you think you will need for your future?,1108.5,1726.9,352.31,578.17,142.97,35.06,83.9,64.7,Q09,4195,UK
UK,UK,CAH26-01-04,Environmental sciences, How clear were the marking criteria used to assess your work?,1115.5,1726.9,360.43,518.23,203.35,33.49,78.8,64.7,Q10,4196,UK
UK,UK,CAH26-01-04,Environmental sciences, How fair has the marking and assessment been on your course?,1113.3,1726.9,332.46,636.56,119.71,24.55,87.0,64.7,Q11,4197,UK
UK,UK,CAH26-01-04,Environmental sciences, How well have assessments allowed you to demonstrate what you have learned?,1113.3,1726.9,292.26,626.8,166.32,27.9,82.6,64.7,Q12,4198,UK
UK,UK,CAH26-01-04,Environmental sciences, How often have you received assessment feedback on time?,1111.8,1726.9,504.52,399.08,151.62,56.56,81.3,64.7,Q13,4199,UK
UK,UK,CAH26-01-04,Environmental sciences, How often does feedback help you to improve your work?,1114.2,1726.9,343.11,489.51,225.63,55.95,74.7,64.7,Q14,4200,UK
UK,UK,CAH26-01-04,Environmental sciences, How easy was it to contact teaching staff when you needed to?,1112.7,1726.9,537.03,436.79,106.08,32.77,87.5,64.7,Q15,4201,UK
UK,UK,CAH26-01-04,Environmental sciences, How well have teaching staff supported your learning?,1112.7,1726.9,402.62,570.49,107.27,32.3,87.5,64.7,Q16,4202,UK
UK,UK,CAH26-01-04,Environmental sciences, How well organised is your course?,1116.5,1726.9,282.38,613.99,175.06,45.07,80.3,64.7,Q17,4203,UK
UK,UK,CAH26-01-04,Environmental sciences, How well were any changes to teaching on your course communicated?,1047.3,1726.9,306.0,522.42,182.75,36.14,79.1,64.7,Q18,4204,UK
UK,UK,CAH26-01-04,Environmental sciences, How well have the IT resources and facilities supported your learning?,1060.6,1726.9,391.9,538.72,102.38,27.63,87.7,64.7,Q19,4205,UK
UK,UK,CAH26-01-04,Environmental sciences," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",1084.2,1726.9,555.07,437.66,66.62,24.83,91.6,64.7,Q20,4206,UK
UK,UK,CAH26-01-04,Environmental sciences," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",1066.2,1726.9,418.41,505.56,127.81,14.43,86.7,64.7,Q21,4207,UK
UK,UK,CAH26-01-04,Environmental sciences, To what extent do you get the right opportunities to give feedback on your course?,1096.7,1726.9,403.67,476.14,169.73,47.15,80.2,64.7,Q22,4208,UK
UK,UK,CAH26-01-04,Environmental sciences, To what extent are students' opinions about the course valued by staff?,1049.0,1726.9,331.48,485.89,180.7,50.97,77.9,64.7,Q23,4209,UK
UK,UK,CAH26-01-04,Environmental sciences, How clear is it that students' feedback on the course is acted on?,1052.5,1726.9,173.41,432.45,352.21,94.4,57.6,64.7,Q24,4210,UK
UK,UK,CAH26-01-04,Environmental sciences, How well does the students' union (association or guild) represent students' academic interests?,869.9,1726.9,165.53,467.88,166.61,69.87,72.8,64.7,Q25,4211,UK
UK,UK,CAH26-01-04,Environmental sciences, How well communicated was information about your university/college's mental wellbeing support services?,1059.8,1726.9,318.37,479.55,184.58,77.31,75.3,64.7,Q26,4212,UK
UK,UK,CAH26-01-05,Others in geographical studies, How good are teaching staff at explaining things?,2.8,3.2,0.4,2.39,0.0,0.0,100.0,87.5,Q01,4213,UK
UK,UK,CAH26-01-05,Others in geographical studies, How often do teaching staff make the subject engaging?,2.8,3.2,0.2,2.26,0.33,0.0,88.2,87.5,Q02,4214,UK
UK,UK,CAH26-01-05,Others in geographical studies, How often is the course intellectually stimulating?,2.8,3.2,1.26,1.33,0.2,0.0,92.8,87.5,Q03,4215,UK
UK,UK,CAH26-01-05,Others in geographical studies, How often does your course challenge you to achieve your best work?,2.8,3.2,0.53,1.46,0.8,0.0,71.3,87.5,Q04,4216,UK
UK,UK,CAH26-01-05,Others in geographical studies, To what extent have you had the chance to explore ideas and concepts in depth?,2.8,3.2,0.93,1.66,0.2,0.0,92.8,87.5,Q05,4217,UK
UK,UK,CAH26-01-05,Others in geographical studies, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,2.8,3.2,0.6,1.66,0.53,0.0,81.0,87.5,Q06,4218,UK
UK,UK,CAH26-01-05,Others in geographical studies, To what extent have you had the chance to bring together information and ideas from different topics?,2.8,3.2,0.93,1.46,0.4,0.0,85.7,87.5,Q07,4219,UK
UK,UK,CAH26-01-05,Others in geographical studies, To what extent does your course have the right balance of directed and independent study?,2.8,3.2,1.26,0.6,0.93,0.0,66.7,87.5,Q08,4220,UK
UK,UK,CAH26-01-05,Others in geographical studies, How well has your course developed your knowledge and skills that you think you will need for your future?,2.8,3.2,1.06,1.73,0.0,0.0,100.0,87.5,Q09,4221,UK
UK,UK,CAH26-01-05,Others in geographical studies, How clear were the marking criteria used to assess your work?,2.8,3.2,0.2,1.46,1.13,0.0,59.5,87.5,Q10,4222,UK
UK,UK,CAH26-01-05,Others in geographical studies, How fair has the marking and assessment been on your course?,2.8,3.2,0.2,2.39,0.2,0.0,92.8,87.5,Q11,4223,UK
UK,UK,CAH26-01-05,Others in geographical studies, How well have assessments allowed you to demonstrate what you have learned?,2.8,3.2,0.2,2.26,0.33,0.0,88.2,87.5,Q12,4224,UK
UK,UK,CAH26-01-05,Others in geographical studies, How often have you received assessment feedback on time?,2.8,3.2,0.73,1.46,0.6,0.0,78.5,87.5,Q13,4225,UK
UK,UK,CAH26-01-05,Others in geographical studies, How often does feedback help you to improve your work?,2.8,3.2,0.86,1.4,0.2,0.33,81.0,87.5,Q14,4226,UK
UK,UK,CAH26-01-05,Others in geographical studies, How easy was it to contact teaching staff when you needed to?,2.8,3.2,0.93,1.2,0.33,0.33,76.3,87.5,Q15,4227,UK
UK,UK,CAH26-01-05,Others in geographical studies, How well have teaching staff supported your learning?,2.8,3.2,0.2,2.19,0.4,0.0,85.7,87.5,Q16,4228,UK
UK,UK,CAH26-01-05,Others in geographical studies, How well organised is your course?,2.8,3.2,0.2,2.39,0.2,0.0,92.8,87.5,Q17,4229,UK
UK,UK,CAH26-01-05,Others in geographical studies, How well were any changes to teaching on your course communicated?,2.6,3.2,0.73,1.13,0.53,0.2,71.8,87.5,Q18,4230,UK
UK,UK,CAH26-01-05,Others in geographical studies, How well have the IT resources and facilities supported your learning?,2.8,3.2,0.2,2.19,0.4,0.0,85.7,87.5,Q19,4231,UK
UK,UK,CAH26-01-05,Others in geographical studies," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",2.8,3.2,0.53,1.93,0.0,0.33,88.2,87.5,Q20,4232,UK
UK,UK,CAH26-01-05,Others in geographical studies," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",2.8,3.2,0.93,1.46,0.2,0.2,85.7,87.5,Q21,4233,UK
UK,UK,CAH26-01-05,Others in geographical studies, To what extent do you get the right opportunities to give feedback on your course?,2.8,3.2,0.86,1.93,0.0,0.0,100.0,87.5,Q22,4234,UK
UK,UK,CAH26-01-05,Others in geographical studies, To what extent are students' opinions about the course valued by staff?,2.8,3.2,0.93,1.26,0.4,0.2,78.5,87.5,Q23,4235,UK
UK,UK,CAH26-01-05,Others in geographical studies, How clear is it that students' feedback on the course is acted on?,2.8,3.2,0.2,1.06,1.13,0.4,45.2,87.5,Q24,4236,UK
UK,UK,CAH26-01-05,Others in geographical studies, How well does the students' union (association or guild) represent students' academic interests?,2.3,3.2,0.2,1.33,0.2,0.53,67.7,87.5,Q25,4237,UK
UK,UK,CAH26-01-05,Others in geographical studies, How well communicated was information about your university/college's mental wellbeing support services?,2.5,3.2,0.6,0.93,0.6,0.33,62.2,87.5,Q26,4238,UK
UK,UK,CAH26-01-06,Earth sciences, How good are teaching staff at explaining things?,868.4,1245.7,293.49,507.88,54.07,13.0,92.3,69.8,Q01,4239,UK
UK,UK,CAH26-01-06,Earth sciences, How often do teaching staff make the subject engaging?,867.2,1245.7,217.51,506.2,111.2,32.33,83.4,69.8,Q02,4240,UK
UK,UK,CAH26-01-06,Earth sciences, How often is the course intellectually stimulating?,868.9,1245.7,420.17,350.65,76.42,21.7,88.7,69.8,Q03,4241,UK
UK,UK,CAH26-01-06,Earth sciences, How often does your course challenge you to achieve your best work?,869.4,1245.7,391.04,355.98,99.02,23.4,85.9,69.8,Q04,4242,UK
UK,UK,CAH26-01-06,Earth sciences, To what extent have you had the chance to explore ideas and concepts in depth?,867.1,1245.7,396.51,339.41,119.62,11.6,84.9,69.8,Q05,4243,UK
UK,UK,CAH26-01-06,Earth sciences, How well does your course introduce subjects and skills in a way that builds on what you have already learned?,868.6,1245.7,315.53,424.55,104.58,23.98,85.2,69.8,Q06,4244,UK
UK,UK,CAH26-01-06,Earth sciences, To what extent have you had the chance to bring together information and ideas from different topics?,868.1,1245.7,395.82,373.74,84.18,14.4,88.6,69.8,Q07,4245,UK
UK,UK,CAH26-01-06,Earth sciences, To what extent does your course have the right balance of directed and independent study?,863.4,1245.7,325.74,369.89,136.06,31.75,80.6,69.8,Q08,4246,UK
UK,UK,CAH26-01-06,Earth sciences, How well has your course developed your knowledge and skills that you think you will need for your future?,863.9,1245.7,301.13,409.89,119.35,33.57,82.3,69.8,Q09,4247,UK
UK,UK,CAH26-01-06,Earth sciences, How clear were the marking criteria used to assess your work?,868.2,1245.7,230.69,401.83,181.6,54.12,72.9,69.8,Q10,4248,UK
UK,UK,CAH26-01-06,Earth sciences, How fair has the marking and assessment been on your course?,864.9,1245.7,219.12,494.25,119.17,32.4,82.5,69.8,Q11,4249,UK
UK,UK,CAH26-01-06,Earth sciences, How well have assessments allowed you to demonstrate what you have learned?,865.4,1245.7,214.99,484.99,141.56,23.9,80.9,69.8,Q12,4250,UK
UK,UK,CAH26-01-06,Earth sciences, How often have you received assessment feedback on time?,866.6,1245.7,245.47,366.11,163.7,91.36,70.6,69.8,Q13,4251,UK
UK,UK,CAH26-01-06,Earth sciences, How often does feedback help you to improve your work?,865.7,1245.7,182.06,416.75,197.98,68.95,69.2,69.8,Q14,4252,UK
UK,UK,CAH26-01-06,Earth sciences, How easy was it to contact teaching staff when you needed to?,867.0,1245.7,391.36,340.78,101.26,33.64,84.4,69.8,Q15,4253,UK
UK,UK,CAH26-01-06,Earth sciences, How well have teaching staff supported your learning?,868.0,1245.7,322.25,417.55,104.14,24.1,85.2,69.8,Q16,4254,UK
UK,UK,CAH26-01-06,Earth sciences, How well organised is your course?,866.4,1245.7,180.86,463.14,161.55,60.89,74.3,69.8,Q17,4255,UK
UK,UK,CAH26-01-06,Earth sciences, How well were any changes to teaching on your course communicated?,843.3,1245.7,223.71,416.29,161.45,41.89,75.9,69.8,Q18,4256,UK
UK,UK,CAH26-01-06,Earth sciences, How well have the IT resources and facilities supported your learning?,844.3,1245.7,323.25,404.15,90.49,26.37,86.2,69.8,Q19,4257,UK
UK,UK,CAH26-01-06,Earth sciences," How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",841.6,1245.7,414.99,354.35,53.8,18.5,91.4,69.8,Q20,4258,UK
UK,UK,CAH26-01-06,Earth sciences," How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",850.1,1245.7,351.72,406.11,79.91,12.4,89.1,69.8,Q21,4259,UK
