Provider,Level,Subject,Code,Predicted_28_Positivity,Predicted_28_Options,Prediction_Diff
Canterbury Christ Church University,First degree,History,CAH20-01-01,86.4,88.3,1.9
Canterbury Christ Church University,First degree,Education,CAH22-01-01,75.8,72.1,-3.7
Canterbury Christ Church University,First degree,Teacher training,CAH22-01-02,59,55.7,-3.3
Canterbury Christ Church University,First degree,Media studies,CAH24-01-05,84.6,75,-9.6
Canterbury Christ Church University,First degree,Design studies,CAH25-01-03,96.6,94.8,-1.8
Canterbury Christ Church University,First degree,Cinematics and photography,CAH25-01-04,84.9,75.3,-9.6
Canterbury Christ Church University,First degree,Music,CAH25-02-02,88.8,78.9,-9.9
Canterbury Christ Church University,Other undergraduate,Nursing (non-specific),CAH02-04-01,61.2,69.8,8.6
Canterbury Christ Church University,Other undergraduate,Education,CAH22-01-01,62.6,47,-15.6
Central School of Ballet Charitable Trust Limited(the),All undergraduates,Dance,CAH25-02-04,88.5,89.7,1.2
Central School of Ballet Charitable Trust Limited(the),Other undergraduate,Dance,CAH25-02-04,88.5,89.7,1.2
University of Northumbria at Newcastle,All undergraduates,Adult nursing,CAH02-04-02,70.3,61.2,-9.1
University of Northumbria at Newcastle,All undergraduates,Midwifery,CAH02-04-04,47.5,36.1,-11.4
University of Northumbria at Newcastle,All undergraduates,Children's nursing,CAH02-04-05,98.5,92.4,-6.1
University of Northumbria at Newcastle,All undergraduates,Mental health nursing,CAH02-04-07,80.2,71.9,-8.3
University of Northumbria at Newcastle,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,76,68.7,-7.3
University of Northumbria at Newcastle,All undergraduates,Nutrition and dietetics,CAH02-06-02,88.2,88.8,0.6
University of Northumbria at Newcastle,All undergraduates,Physiotherapy,CAH02-06-05,86.3,80.8,-5.5
University of Northumbria at Newcastle,All undergraduates,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,48.5,51,2.5
University of Northumbria at Newcastle,All undergraduates,Biology (non-specific),CAH03-01-02,64.2,53.3,-10.9
University of Northumbria at Newcastle,All undergraduates,Sport and exercise sciences,CAH03-02-01,87.2,82.1,-5.1
University of Northumbria at Newcastle,All undergraduates,Psychology (non-specific),CAH04-01-01,81,73.9,-7.1
University of Northumbria at Newcastle,All undergraduates,Civil engineering,CAH10-01-07,91.3,85.2,-6.1
University of Northumbria at Newcastle,All undergraduates,Electrical and electronic engineering,CAH10-01-08,82.8,75.3,-7.5
University of Northumbria at Newcastle,All undergraduates,Computer science,CAH11-01-01,80.4,73.2,-7.2
University of Northumbria at Newcastle,All undergraduates,Information systems,CAH11-01-03,94.8,93.5,-1.3
University of Northumbria at Newcastle,All undergraduates,Software engineering,CAH11-01-04,79.2,70.9,-8.3
University of Northumbria at Newcastle,All undergraduates,Architecture,CAH13-01-01,86.3,81.3,-5
University of Northumbria at Newcastle,All undergraduates,Building,CAH13-01-02,82.2,74.8,-7.4
University of Northumbria at Newcastle,All undergraduates,Politics,CAH15-03-01,83,79.2,-3.8
University of Northumbria at Newcastle,All undergraduates,Social work,CAH15-04-01,83.2,79.3,-3.9
University of Northumbria at Newcastle,All undergraduates,Law,CAH16-01-01,83.7,78.3,-5.4
University of Northumbria at Newcastle,All undergraduates,Business studies,CAH17-01-02,90.1,85.1,-5
University of Northumbria at Newcastle,All undergraduates,Marketing,CAH17-01-03,73.2,63,-10.2
University of Northumbria at Newcastle,All undergraduates,Management studies,CAH17-01-04,58.9,47.9,-11
University of Northumbria at Newcastle,All undergraduates,Accounting,CAH17-01-08,87.6,84.4,-3.2
University of Northumbria at Newcastle,All undergraduates,Literature in English,CAH19-01-03,81.3,80.4,-0.9
University of Northumbria at Newcastle,All undergraduates,History,CAH20-01-01,86.5,83.7,-2.8
University of Northumbria at Newcastle,All undergraduates,Teacher training,CAH22-01-02,77.7,73.8,-3.9
University of Northumbria at Newcastle,All undergraduates,Media studies,CAH24-01-05,79.6,73,-6.6
University of Northumbria at Newcastle,All undergraduates,Design studies,CAH25-01-03,81.8,74.4,-7.4
University of Northumbria at Newcastle,All undergraduates,Cinematics and photography,CAH25-01-04,75.9,65.1,-10.8
University of Northumbria at Newcastle,All undergraduates,Human geography,CAH26-01-03,96.1,96.6,0.5
University of Northumbria at Newcastle,First degree,Adult nursing,CAH02-04-02,70.2,61.1,-9.1
University of Northumbria at Newcastle,First degree,Midwifery,CAH02-04-04,47.5,36.1,-11.4
University of Northumbria at Newcastle,First degree,Children's nursing,CAH02-04-05,98.5,92.4,-6.1
University of Northumbria at Newcastle,First degree,Mental health nursing,CAH02-04-07,80.2,71.9,-8.3
University of Northumbria at Newcastle,First degree,Biomedical sciences (non-specific),CAH02-05-03,76,68.7,-7.3
University of Northumbria at Newcastle,First degree,Nutrition and dietetics,CAH02-06-02,88.2,88.8,0.6
University of Northumbria at Newcastle,First degree,Physiotherapy,CAH02-06-05,86.3,80.8,-5.5
University of Northumbria at Newcastle,First degree,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,48.5,51,2.5
University of Northumbria at Newcastle,First degree,Biology (non-specific),CAH03-01-02,64.2,53.3,-10.9
University of Northumbria at Newcastle,First degree,Sport and exercise sciences,CAH03-02-01,87.2,82.1,-5.1
University of Northumbria at Newcastle,First degree,Psychology (non-specific),CAH04-01-01,81,73.9,-7.1
University of Northumbria at Newcastle,First degree,Civil engineering,CAH10-01-07,88.8,83.6,-5.2
University of Northumbria at Newcastle,First degree,Electrical and electronic engineering,CAH10-01-08,81.6,74.2,-7.4
University of Northumbria at Newcastle,First degree,Computer science,CAH11-01-01,81.2,74.4,-6.8
University of Northumbria at Newcastle,First degree,Information systems,CAH11-01-03,94.8,93.5,-1.3
University of Northumbria at Newcastle,First degree,Software engineering,CAH11-01-04,81.4,75.5,-5.9
University of Northumbria at Newcastle,First degree,Architecture,CAH13-01-01,84,76.5,-7.5
University of Northumbria at Newcastle,First degree,Building,CAH13-01-02,82.2,74.8,-7.4
University of Northumbria at Newcastle,First degree,Politics,CAH15-03-01,83,79.2,-3.8
University of Northumbria at Newcastle,First degree,Social work,CAH15-04-01,83.2,79.3,-3.9
University of Northumbria at Newcastle,First degree,Business and management (non-specific),CAH17-01-01,72.5,62.4,-10.1
University of Northumbria at Newcastle,First degree,Business studies,CAH17-01-02,90.1,85.1,-5
University of Northumbria at Newcastle,First degree,Marketing,CAH17-01-03,73.2,63,-10.2
University of Northumbria at Newcastle,First degree,Management studies,CAH17-01-04,58.9,47.9,-11
University of Northumbria at Newcastle,First degree,Accounting,CAH17-01-08,87.6,84.4,-3.2
University of Northumbria at Newcastle,First degree,Literature in English,CAH19-01-03,81.3,80.4,-0.9
University of Northumbria at Newcastle,First degree,History,CAH20-01-01,86.5,83.7,-2.8
University of Northumbria at Newcastle,First degree,Teacher training,CAH22-01-02,77.7,73.8,-3.9
University of Northumbria at Newcastle,First degree,Media studies,CAH24-01-05,79.6,73,-6.6
University of Northumbria at Newcastle,First degree,Design studies,CAH25-01-03,81.8,74.4,-7.4
University of Northumbria at Newcastle,First degree,Cinematics and photography,CAH25-01-04,75.9,65.1,-10.8
University of Northumbria at Newcastle,First degree,Human geography,CAH26-01-03,96.1,96.6,0.5
University of Northumbria at Newcastle,Undergraduate with postgraduate component,Law,CAH16-01-01,83,77.5,-5.5
The Chicken Shed Theatre Trust,All undergraduates,Performing arts (non-specific),CAH25-02-01,97.5,92.1,-5.4
The Chicken Shed Theatre Trust,Other undergraduate,Performing arts (non-specific),CAH25-02-01,97.5,92.1,-5.4
National Centre for Circus Arts,All undergraduates,Drama,CAH25-02-03,94.1,85.5,-8.6
National Centre for Circus Arts,Other undergraduate,Drama,CAH25-02-03,94.1,85.5,-8.6
City of Sunderland College,All undergraduates,Zoology,CAH03-01-06,91.1,75.9,-15.2
City of Sunderland College,Other undergraduate,Zoology,CAH03-01-06,91.1,75.9,-15.2
"City, University of London",All undergraduates,Adult nursing,CAH02-04-02,69.9,62.1,-7.8
"City, University of London",All undergraduates,Midwifery,CAH02-04-04,69.5,61.8,-7.7
"City, University of London",All undergraduates,Children's nursing,CAH02-04-05,48.4,21.3,-27.1
"City, University of London",All undergraduates,Medical technology,CAH02-05-01,90.9,88.1,-2.8
"City, University of London",All undergraduates,Health sciences (non-specific),CAH02-06-01,92.6,89.9,-2.7
"City, University of London",All undergraduates,Ophthalmics,CAH02-06-03,95.7,94,-1.7
"City, University of London",All undergraduates,Psychology (non-specific),CAH04-01-01,86.1,82.4,-3.7
"City, University of London",All undergraduates,Mathematics,CAH09-01-01,72.1,66.3,-5.8
"City, University of London",All undergraduates,Mechanical engineering,CAH10-01-02,59.1,58.2,-0.9
"City, University of London",All undergraduates,Aeronautical and aerospace engineering,CAH10-01-04,82,74.6,-7.4
"City, University of London",All undergraduates,"Bioengineering, medical and biomedical engineering",CAH10-01-06,86.6,88.1,1.5
"City, University of London",All undergraduates,Civil engineering,CAH10-01-07,65.9,58.3,-7.6
"City, University of London",All undergraduates,Electrical and electronic engineering,CAH10-01-08,67.9,57.4,-10.5
"City, University of London",All undergraduates,Computer science,CAH11-01-01,75.9,62.9,-13
"City, University of London",All undergraduates,Sociology,CAH15-01-02,69.2,64.8,-4.4
"City, University of London",All undergraduates,Economics,CAH15-02-01,70.9,64.1,-6.8
"City, University of London",All undergraduates,Politics,CAH15-03-01,79.5,78,-1.5
"City, University of London",All undergraduates,Business and management (non-specific),CAH17-01-01,72.9,63.4,-9.5
"City, University of London",All undergraduates,Business studies,CAH17-01-02,70.7,66.3,-4.4
"City, University of London",All undergraduates,Marketing,CAH17-01-03,69.2,63.6,-5.6
"City, University of London",All undergraduates,Finance,CAH17-01-07,86.4,79.6,-6.8
"City, University of London",All undergraduates,Accounting,CAH17-01-08,73.2,64.6,-8.6
"City, University of London",All undergraduates,English studies (non-specific),CAH19-01-01,89.3,78.9,-10.4
"City, University of London",All undergraduates,Journalism,CAH24-01-04,83.6,79.8,-3.8
"City, University of London",All undergraduates,Music,CAH25-02-02,74.5,65.1,-9.4
"City, University of London",First degree,Adult nursing,CAH02-04-02,69.9,62.1,-7.8
"City, University of London",First degree,Midwifery,CAH02-04-04,69.5,61.8,-7.7
"City, University of London",First degree,Children's nursing,CAH02-04-05,48.4,21.3,-27.1
"City, University of London",First degree,Medical technology,CAH02-05-01,90.9,88.1,-2.8
"City, University of London",First degree,Health sciences (non-specific),CAH02-06-01,92.9,89.3,-3.6
"City, University of London",First degree,Ophthalmics,CAH02-06-03,95.7,94,-1.7
"City, University of London",First degree,Psychology (non-specific),CAH04-01-01,86.1,82.4,-3.7
"City, University of London",First degree,Mathematics,CAH09-01-01,72.1,66.3,-5.8
"City, University of London",First degree,Mechanical engineering,CAH10-01-02,60.6,60.3,-0.3
"City, University of London",First degree,Civil engineering,CAH10-01-07,69.6,64.9,-4.7
"City, University of London",First degree,Computer science,CAH11-01-01,76.7,63.5,-13.2
"City, University of London",First degree,Sociology,CAH15-01-02,69.2,64.8,-4.4
"City, University of London",First degree,Economics,CAH15-02-01,70.9,64.1,-6.8
"City, University of London",First degree,Politics,CAH15-03-01,79.5,78,-1.5
"City, University of London",First degree,Business and management (non-specific),CAH17-01-01,72.9,63.4,-9.5
"City, University of London",First degree,Business studies,CAH17-01-02,70.7,66.3,-4.4
"City, University of London",First degree,Marketing,CAH17-01-03,69.2,63.6,-5.6
"City, University of London",First degree,Finance,CAH17-01-07,86.4,79.6,-6.8
"City, University of London",First degree,Accounting,CAH17-01-08,73.2,64.6,-8.6
"City, University of London",First degree,English studies (non-specific),CAH19-01-01,89.3,78.9,-10.4
"City, University of London",First degree,Journalism,CAH24-01-04,83.6,79.8,-3.8
"City, University of London",First degree,Music,CAH25-02-02,74.5,65.1,-9.4
The Northern School of Art,All undergraduates,Creative arts and design (non-specific),CAH25-01-01,94.7,98.3,3.6
The Northern School of Art,All undergraduates,Design studies,CAH25-01-03,88.9,89.8,0.9
The Northern School of Art,All undergraduates,Drama,CAH25-02-03,92.4,85,-7.4
The Northern School of Art,First degree,Creative arts and design (non-specific),CAH25-01-01,94.7,98.3,3.6
The Northern School of Art,First degree,Design studies,CAH25-01-03,88.9,89.8,0.9
The Northern School of Art,First degree,Drama,CAH25-02-03,92.4,85,-7.4
The College of Integrated Chinese Medicine,All undergraduates,Complementary and alternative medicine,CAH02-06-06,79.5,64.8,-14.7
The College of Integrated Chinese Medicine,First degree,Complementary and alternative medicine,CAH02-06-06,79.5,64.8,-14.7
Cornwall College,All undergraduates,Agriculture,CAH06-01-03,71.5,62.8,-8.7
Cornwall College,Other undergraduate,Agriculture,CAH06-01-03,70.2,62.9,-7.3
Coventry University,All undergraduates,Nursing (non-specific),CAH02-04-01,91,84,-7
Coventry University,All undergraduates,Midwifery,CAH02-04-04,61,55.2,-5.8
Coventry University,All undergraduates,Children's nursing,CAH02-04-05,91.9,90.4,-1.5
Coventry University,All undergraduates,Mental health nursing,CAH02-04-07,91,91.9,0.9
Coventry University,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,75.8,67.8,-8
Coventry University,All undergraduates,Health sciences (non-specific),CAH02-06-01,87.7,86.7,-1
Coventry University,All undergraduates,Physiotherapy,CAH02-06-05,47.6,28.7,-18.9
Coventry University,All undergraduates,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,73.1,65.4,-7.7
Coventry University,All undergraduates,"Molecular biology, biophysics and biochemistry",CAH03-01-08,84.2,84.5,0.3
Coventry University,All undergraduates,Others in biosciences,CAH03-01-10,84.2,84.5,0.3
Coventry University,All undergraduates,Psychology (non-specific),CAH04-01-01,80.5,70.5,-10
Coventry University,All undergraduates,Applied psychology,CAH04-01-02,86.4,83.7,-2.7
Coventry University,All undergraduates,Forensic and archaeological sciences,CAH07-04-02,90.8,88.9,-1.9
Coventry University,All undergraduates,Mathematics,CAH09-01-01,75.5,68,-7.5
Coventry University,All undergraduates,Engineering (non-specific),CAH10-01-01,77.8,64.6,-13.2
Coventry University,All undergraduates,Mechanical engineering,CAH10-01-02,82.4,73.6,-8.8
Coventry University,All undergraduates,Production and manufacturing engineering,CAH10-01-03,82.8,76.4,-6.4
Coventry University,All undergraduates,Aeronautical and aerospace engineering,CAH10-01-04,82.7,78.5,-4.2
Coventry University,All undergraduates,Civil engineering,CAH10-01-07,68.9,55.7,-13.2
Coventry University,All undergraduates,Electrical and electronic engineering,CAH10-01-08,82.3,81.4,-0.9
Coventry University,All undergraduates,Computer science,CAH11-01-01,71.5,60.4,-11.1
Coventry University,All undergraduates,Information technology,CAH11-01-02,76.4,74.5,-1.9
Coventry University,All undergraduates,Information systems,CAH11-01-03,81.9,76.6,-5.3
Coventry University,All undergraduates,Software engineering,CAH11-01-04,85.1,76.6,-8.5
Coventry University,All undergraduates,Architecture,CAH13-01-01,88,81.1,-6.9
Coventry University,All undergraduates,Building,CAH13-01-02,79,67.5,-11.5
Coventry University,All undergraduates,"Planning (urban, rural and regional)",CAH13-01-04,87.6,85.4,-2.2
Coventry University,All undergraduates,Social policy,CAH15-01-03,83.1,77.5,-5.6
Coventry University,All undergraduates,Economics,CAH15-02-01,73.5,58.9,-14.6
Coventry University,All undergraduates,Politics,CAH15-03-01,85.8,87.1,1.3
Coventry University,All undergraduates,Social work,CAH15-04-01,82.6,77.1,-5.5
Coventry University,All undergraduates,Childhood and youth studies,CAH15-04-02,86.5,79.9,-6.6
Coventry University,All undergraduates,Health studies,CAH15-04-03,92.2,86.3,-5.9
Coventry University,All undergraduates,Law,CAH16-01-01,84.9,78.3,-6.6
Coventry University,All undergraduates,Business and management (non-specific),CAH17-01-01,84.8,82.1,-2.7
Coventry University,All undergraduates,Business studies,CAH17-01-02,86.7,81.3,-5.4
Coventry University,All undergraduates,Marketing,CAH17-01-03,83.8,77.8,-6
Coventry University,All undergraduates,Management studies,CAH17-01-04,91.7,87.7,-4
Coventry University,All undergraduates,"Tourism, transport and travel",CAH17-01-06,90.5,85.8,-4.7
Coventry University,All undergraduates,Finance,CAH17-01-07,86.7,83.7,-3
Coventry University,All undergraduates,Accounting,CAH17-01-08,87.2,82.4,-4.8
Coventry University,All undergraduates,Education,CAH22-01-01,78.4,69.8,-8.6
Coventry University,All undergraduates,Media studies,CAH24-01-05,82.9,74.7,-8.2
Coventry University,All undergraduates,Art,CAH25-01-02,80.8,70.9,-9.9
Coventry University,All undergraduates,Design studies,CAH25-01-03,80.6,68,-12.6
Coventry University,All undergraduates,Cinematics and photography,CAH25-01-04,90.6,89.3,-1.3
Coventry University,All undergraduates,Music,CAH25-02-02,88.4,88.3,-0.1
Coventry University,All undergraduates,Geography (non-specific),CAH26-01-01,93.4,93.6,0.2
Coventry University,First degree,Midwifery,CAH02-04-04,61,55.2,-5.8
Coventry University,First degree,Children's nursing,CAH02-04-05,91.9,90.4,-1.5
Coventry University,First degree,Mental health nursing,CAH02-04-07,91,91.9,0.9
Coventry University,First degree,Biomedical sciences (non-specific),CAH02-05-03,75.8,67.8,-8
Coventry University,First degree,Physiotherapy,CAH02-06-05,47.6,28.7,-18.9
Coventry University,First degree,"Counselling, psychotherapy and occupational therapy",CAH02-06-07,73.1,65.4,-7.7
Coventry University,First degree,"Molecular biology, biophysics and biochemistry",CAH03-01-08,82.6,82.5,-0.1
Coventry University,First degree,Others in biosciences,CAH03-01-10,82.6,82.5,-0.1
Coventry University,First degree,Psychology (non-specific),CAH04-01-01,80.5,70.5,-10
Coventry University,First degree,Applied psychology,CAH04-01-02,85.8,82.9,-2.9
Coventry University,First degree,Forensic and archaeological sciences,CAH07-04-02,90.8,88.9,-1.9
Coventry University,First degree,Mathematics,CAH09-01-01,75.5,68,-7.5
Coventry University,First degree,Engineering (non-specific),CAH10-01-01,77.8,64.6,-13.2
Coventry University,First degree,Mechanical engineering,CAH10-01-02,81.9,72.4,-9.5
Coventry University,First degree,Production and manufacturing engineering,CAH10-01-03,80.3,75.2,-5.1
Coventry University,First degree,Aeronautical and aerospace engineering,CAH10-01-04,82.7,78.5,-4.2
Coventry University,First degree,Civil engineering,CAH10-01-07,66.6,52.7,-13.9
Coventry University,First degree,Electrical and electronic engineering,CAH10-01-08,82.9,81.4,-1.5
Coventry University,First degree,Computer science,CAH11-01-01,71.5,60.4,-11.1
Coventry University,First degree,Information technology,CAH11-01-02,76.4,74.5,-1.9
Coventry University,First degree,Information systems,CAH11-01-03,81.9,76.6,-5.3
Coventry University,First degree,Software engineering,CAH11-01-04,86.2,77.7,-8.5
Coventry University,First degree,Architecture,CAH13-01-01,88,81.1,-6.9
Coventry University,First degree,Building,CAH13-01-02,79,67.5,-11.5
Coventry University,First degree,"Planning (urban, rural and regional)",CAH13-01-04,87.6,85.4,-2.2
Coventry University,First degree,Social policy,CAH15-01-03,83.1,77.5,-5.6
Coventry University,First degree,Economics,CAH15-02-01,73.5,58.9,-14.6
Coventry University,First degree,Politics,CAH15-03-01,85.8,87.1,1.3
Coventry University,First degree,Social work,CAH15-04-01,82.6,77.1,-5.5
Coventry University,First degree,Childhood and youth studies,CAH15-04-02,86.2,78.1,-8.1
Coventry University,First degree,Health studies,CAH15-04-03,91.8,85.5,-6.3
Coventry University,First degree,Law,CAH16-01-01,85,78.4,-6.6
Coventry University,First degree,Business and management (non-specific),CAH17-01-01,84.8,82.1,-2.7
Coventry University,First degree,Business studies,CAH17-01-02,86.7,81.3,-5.4
Coventry University,First degree,Marketing,CAH17-01-03,83.7,77.5,-6.2
Coventry University,First degree,Management studies,CAH17-01-04,92.2,88.2,-4
Coventry University,First degree,"Tourism, transport and travel",CAH17-01-06,90.4,85.7,-4.7
Coventry University,First degree,Finance,CAH17-01-07,86.7,83.7,-3
Coventry University,First degree,Accounting,CAH17-01-08,87.2,82.4,-4.8
Coventry University,First degree,Education,CAH22-01-01,79.5,72.4,-7.1
Coventry University,First degree,Media studies,CAH24-01-05,82.9,74.7,-8.2
Coventry University,First degree,Art,CAH25-01-02,80.8,70.9,-9.9
Coventry University,First degree,Design studies,CAH25-01-03,80.6,68,-12.6
Coventry University,First degree,Cinematics and photography,CAH25-01-04,90.6,89.3,-1.3
Coventry University,First degree,Music,CAH25-02-02,88.4,88.3,-0.1
Coventry University,First degree,Geography (non-specific),CAH26-01-01,93.4,93.6,0.2
Coventry University,Other undergraduate,Nursing (non-specific),CAH02-04-01,91,84,-7
Coventry University,Undergraduate with postgraduate component,Production and manufacturing engineering,CAH10-01-03,93.1,85.6,-7.5
Coventry University,Undergraduate with postgraduate component,Civil engineering,CAH10-01-07,80.1,75.4,-4.7
CP Training Services Limited,All undergraduates,Business and management (non-specific),CAH17-01-01,49.8,30.7,-19.1
CP Training Services Limited,First degree,Business and management (non-specific),CAH17-01-01,49.8,30.7,-19.1
Darlington College,All undergraduates,Education,CAH22-01-01,90.4,92.5,2.1
De Montfort University,All undergraduates,Pharmacy,CAH02-02-03,83.9,76.2,-7.7
De Montfort University,All undergraduates,Adult nursing,CAH02-04-02,52.2,37.5,-14.7
De Montfort University,All undergraduates,Midwifery,CAH02-04-04,89,87,-2
De Montfort University,All undergraduates,Children's nursing,CAH02-04-05,52.9,35.8,-17.1
De Montfort University,All undergraduates,Mental health nursing,CAH02-04-07,57,42.6,-14.4
De Montfort University,All undergraduates,Healthcare science (non-specific),CAH02-05-02,88.8,86.4,-2.4
De Montfort University,All undergraduates,Biomedical sciences (non-specific),CAH02-05-03,61.7,49.4,-12.3
De Montfort University,All undergraduates,Health sciences (non-specific),CAH02-06-01,76.4,65.9,-10.5
De Montfort University,All undergraduates,Psychology (non-specific),CAH04-01-01,66.7,57.5,-9.2
De Montfort University,All undergraduates,Chemistry,CAH07-02-01,58.5,39.3,-19.2
De Montfort University,All undergraduates,Forensic and archaeological sciences,CAH07-04-02,77.8,78.6,0.8
De Montfort University,All undergraduates,Mechanical engineering,CAH10-01-02,69.9,68.7,-1.2
De Montfort University,All undergraduates,Aeronautical and aerospace engineering,CAH10-01-04,80.4,71.8,-8.6
De Montfort University,All undergraduates,Electrical and electronic engineering,CAH10-01-08,70.6,62.8,-7.8
De Montfort University,All undergraduates,Computer science,CAH11-01-01,73.2,66.9,-6.3
De Montfort University,All undergraduates,Information technology,CAH11-01-02,73.6,65.6,-8
De Montfort University,All undergraduates,Software engineering,CAH11-01-04,71.5,61.8,-9.7
De Montfort University,All undergraduates,Computer games and animation,CAH11-01-06,94.8,88.3,-6.5
De Montfort University,All undergraduates,Business computing,CAH11-01-07,69.4,66.7,-2.7
De Montfort University,All undergraduates,Architecture,CAH13-01-01,69,58.6,-10.4
De Montfort University,All undergraduates,Sociology,CAH15-01-02,74,68.6,-5.4
De Montfort University,All undergraduates,Social policy,CAH15-01-03,38.1,27.9,-10.2
De Montfort University,All undergraduates,Economics,CAH15-02-01,75.8,71,-4.8
De Montfort University,All undergraduates,Politics,CAH15-03-01,79.9,75,-4.9
De Montfort University,All undergraduates,Social work,CAH15-04-01,75.4,72.4,-3
De Montfort University,All undergraduates,Health studies,CAH15-04-03,77.7,76.3,-1.4
De Montfort University,All undergraduates,Law,CAH16-01-01,76.5,68.8,-7.7
De Montfort University,All undergraduates,Business and management (non-specific),CAH17-01-01,78.5,70.9,-7.6
De Montfort University,All undergraduates,Business studies,CAH17-01-02,84.1,76.3,-7.8
De Montfort University,All undergraduates,Marketing,CAH17-01-03,73.7,67.6,-6.1
De Montfort University,All undergraduates,Human resource management,CAH17-01-05,82.7,76.6,-6.1
De Montfort University,All undergraduates,Finance,CAH17-01-07,83.6,82.3,-1.3
De Montfort University,All undergraduates,Accounting,CAH17-01-08,82.7,80.6,-2.1
De Montfort University,All undergraduates,English studies (non-specific),CAH19-01-01,84.4,78.6,-5.8
De Montfort University,All undergraduates,English language,CAH19-01-02,72.8,64,-8.8
De Montfort University,All undergraduates,Creative writing,CAH19-01-05,82.5,71.4,-11.1
De Montfort University,All undergraduates,History,CAH20-01-01,82.9,76,-6.9
De Montfort University,All undergraduates,Education,CAH22-01-01,71.1,60.1,-11
De Montfort University,All undergraduates,Journalism,CAH24-01-04,74.8,62.9,-11.9
De Montfort University,All undergraduates,Media studies,CAH24-01-05,78.9,73.5,-5.4
De Montfort University,All undergraduates,Art,CAH25-01-02,52.4,42,-10.4
De Montfort University,All undergraduates,Design studies,CAH25-01-03,84.7,77.2,-7.5
De Montfort University,All undergraduates,Cinematics and photography,CAH25-01-04,77.5,67.7,-9.8
De Montfort University,All undergraduates,Performing arts (non-specific),CAH25-02-01,73.3,65.6,-7.7
De Montfort University,All undergraduates,Drama,CAH25-02-03,88.2,84.2,-4
De Montfort University,All undergraduates,Dance,CAH25-02-04,89.1,83.4,-5.7
De Montfort University,First degree,Adult nursing,CAH02-04-02,52.2,37.5,-14.7
De Montfort University,First degree,Midwifery,CAH02-04-04,89,87,-2
De Montfort University,First degree,Children's nursing,CAH02-04-05,52.9,35.8,-17.1
De Montfort University,First degree,Mental health nursing,CAH02-04-07,57,42.6,-14.4
De Montfort University,First degree,Healthcare science (non-specific),CAH02-05-02,83.9,76,-7.9
De Montfort University,First degree,Biomedical sciences (non-specific),CAH02-05-03,61.7,49.4,-12.3
De Montfort University,First degree,Health sciences (non-specific),CAH02-06-01,74.8,63.8,-11
De Montfort University,First degree,Psychology (non-specific),CAH04-01-01,66.7,57.5,-9.2
De Montfort University,First degree,Chemistry,CAH07-02-01,58.5,39.3,-19.2
De Montfort University,First degree,Forensic and archaeological sciences,CAH07-04-02,77.8,78.6,0.8
De Montfort University,First degree,Mechanical engineering,CAH10-01-02,70.9,70.8,-0.1
De Montfort University,First degree,Aeronautical and aerospace engineering,CAH10-01-04,80.1,72.3,-7.8
De Montfort University,First degree,Computer science,CAH11-01-01,72.8,66.5,-6.3
De Montfort University,First degree,Information technology,CAH11-01-02,73.6,65.6,-8
De Montfort University,First degree,Software engineering,CAH11-01-04,71.5,61.8,-9.7
De Montfort University,First degree,Computer games and animation,CAH11-01-06,94.8,88.3,-6.5
De Montfort University,First degree,Business computing,CAH11-01-07,69.4,66.7,-2.7
De Montfort University,First degree,Architecture,CAH13-01-01,67.3,56,-11.3
De Montfort University,First degree,Sociology,CAH15-01-02,74,68.6,-5.4
De Montfort University,First degree,Social policy,CAH15-01-03,38.1,27.9,-10.2
De Montfort University,First degree,Economics,CAH15-02-01,75.8,71,-4.8
De Montfort University,First degree,Politics,CAH15-03-01,79.9,75,-4.9
De Montfort University,First degree,Social work,CAH15-04-01,75.4,72.4,-3
De Montfort University,First degree,Health studies,CAH15-04-03,77.7,76.3,-1.4
De Montfort University,First degree,Law,CAH16-01-01,76.5,68.8,-7.7
De Montfort University,First degree,Business and management (non-specific),CAH17-01-01,78.5,70.9,-7.6
De Montfort University,First degree,Business studies,CAH17-01-02,84.1,76.3,-7.8
De Montfort University,First degree,Marketing,CAH17-01-03,73.7,67.6,-6.1
De Montfort University,First degree,Human resource management,CAH17-01-05,82.7,76.6,-6.1
De Montfort University,First degree,Finance,CAH17-01-07,83.6,82.3,-1.3
De Montfort University,First degree,Accounting,CAH17-01-08,82.7,80.6,-2.1
De Montfort University,First degree,English studies (non-specific),CAH19-01-01,84.4,78.6,-5.8
De Montfort University,First degree,English language,CAH19-01-02,72.8,64,-8.8
De Montfort University,First degree,Creative writing,CAH19-01-05,82.5,71.4,-11.1
De Montfort University,First degree,History,CAH20-01-01,82.9,76,-6.9
De Montfort University,First degree,Education,CAH22-01-01,71.1,60.1,-11
De Montfort University,First degree,Journalism,CAH24-01-04,74.8,62.9,-11.9
De Montfort University,First degree,Media studies,CAH24-01-05,78.9,73.5,-5.4
De Montfort University,First degree,Art,CAH25-01-02,52.4,42,-10.4
De Montfort University,First degree,Design studies,CAH25-01-03,84.7,77.2,-7.5
De Montfort University,First degree,Cinematics and photography,CAH25-01-04,77.5,67.7,-9.8
De Montfort University,First degree,Performing arts (non-specific),CAH25-02-01,73.3,65.6,-7.7
